,review_id,plot,cast,production,visuals,soundplay,dialogue,originality
10656,rw1709356,positive,positive,positive,positive,not discussed,positive,not discussed
10657,rw2090508,positive,positive,positive,positive,not discussed,positive,positive
10658,rw2972547,neutral,positive,not discussed,not discussed,not discussed,neutral,not discussed
10659,rw0374991,positive,not discussed,positive,positive,positive,positive,negative
10660,rw1149956,positive,positive,positive,positive,not discussed,positive,positive
10661,rw2076773,positive,positive,positive,positive,not discussed,positive,positive
10662,rw5169123,positive,positive,positive,positive,not discussed,positive,not discussed
10663,rw1113450,neutral,positive,neutral,positive,not discussed,neutral,negative
10664,rw0374995,positive,positive,positive,positive,not discussed,positive,positive
10665,rw0374998,positive,positive,positive,positive,positive,positive,positive
10666,rw0968191,positive,positive,positive,positive,not discussed,positive,positive
10667,rw1187354,positive,positive,positive,positive,not discussed,positive,not discussed
10668,rw1094700,positive,positive,positive,positive,positive,not discussed,not discussed
10669,rw1321065,positive,positive,positive,positive,not discussed,positive,positive
10670,rw0374949,positive,positive,positive,not discussed,not discussed,positive,not discussed
10671,rw1224080,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10672,rw0374996,positive,positive,positive,positive,not discussed,positive,not discussed
10673,rw1017369,neutral,mixed,not discussed,positive,not discussed,neutral,not discussed
10674,rw0987412,positive,positive,not discussed,not discussed,not discussed,positive,positive
10675,rw0956144,positive,positive,not discussed,not discussed,not discussed,positive,positive
10676,rw0986440,positive,positive,not discussed,not discussed,not discussed,mixed,positive
10677,rw0942496,positive,positive,not discussed,not discussed,not discussed,positive,positive
10678,rw0989622,positive,positive,not discussed,not discussed,not discussed,positive,positive
10679,rw3267240,negative,positive,not discussed,negative,not discussed,negative,not discussed
10680,rw0954417,positive,positive,not discussed,not discussed,not discussed,positive,positive
10681,rw1021853,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10682,rw0976913,positive,positive,not discussed,not discussed,not discussed,positive,positive
10683,rw1028130,negative,positive,not discussed,not discussed,not discussed,negative,not discussed
10684,rw7781425,positive,positive,positive,positive,not discussed,positive,positive
10685,rw0971010,neutral,positive,not discussed,not discussed,not discussed,mixed,positive
10686,rw1314782,negative,positive,neutral,not discussed,not discussed,negative,negative
10687,rw1011186,positive,positive,not discussed,positive,not discussed,not discussed,not discussed
10688,rw1206454,positive,positive,positive,not discussed,not discussed,positive,positive
10689,rw2354578,negative,positive,positive,not discussed,not discussed,not discussed,not discussed
10690,rw0999689,positive,positive,positive,not discussed,positive,not discussed,positive
10691,rw3631531,neutral,positive,not discussed,not discussed,not discussed,negative,positive
10692,rw1070787,negative,positive,not discussed,not discussed,not discussed,negative,not discussed
10693,rw2193338,negative,mixed,negative,neutral,negative,negative,not discussed
10694,rw1752734,negative,negative,not discussed,neutral,not discussed,negative,negative
10695,rw1006434,positive,positive,positive,not discussed,not discussed,positive,positive
10696,rw4979992,negative,positive,neutral,positive,not discussed,neutral,mixed
10697,rw2018741,mixed,positive,neutral,positive,not discussed,negative,negative
10698,rw1135511,negative,negative,negative,negative,negative,negative,negative
10699,rw2899402,negative,negative,negative,negative,negative,negative,negative
10700,rw2572828,negative,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10701,rw4383042,mixed,positive,not discussed,negative,not discussed,negative,positive
10702,rw5373224,negative,mixed,not discussed,not discussed,positive,positive,negative
10703,rw0270688,negative,mixed,not discussed,negative,not discussed,negative,negative
10704,rw2824947,negative,mixed,negative,negative,not discussed,negative,negative
10705,rw0270717,negative,positive,neutral,not discussed,not discussed,negative,negative
10706,rw3123288,positive,positive,neutral,positive,not discussed,positive,mixed
10707,rw1687256,mixed,not discussed,not discussed,not discussed,not discussed,neutral,mixed
10708,rw3511467,negative,negative,negative,negative,negative,negative,negative
10709,rw4033682,negative,mixed,negative,negative,negative,negative,negative
10710,rw0270722,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10711,rw1759925,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10712,rw4287365,positive,positive,positive,positive,not discussed,positive,positive
10713,rw0270636,mixed,negative,neutral,positive,not discussed,negative,positive
10714,rw4727727,negative,not discussed,not discussed,positive,not discussed,not discussed,positive
10715,rw1572516,positive,positive,positive,positive,not discussed,not discussed,not discussed
10716,rw1189449,positive,positive,positive,positive,positive,positive,neutral
10717,rw1895342,positive,positive,positive,positive,positive,neutral,not discussed
10718,rw1230618,positive,positive,positive,positive,positive,positive,positive
10719,rw1200631,positive,positive,positive,positive,not discussed,positive,not discussed
10720,rw3364442,negative,negative,negative,positive,not discussed,negative,negative
10721,rw1261994,positive,mixed,positive,positive,not discussed,not discussed,not discussed
10722,rw1442744,negative,mixed,positive,positive,not discussed,negative,negative
10723,rw1269074,mixed,positive,positive,positive,not discussed,negative,negative
10724,rw1208090,positive,positive,not discussed,not discussed,not discussed,positive,positive
10725,rw2096690,neutral,positive,positive,positive,not discussed,neutral,negative
10726,rw1395590,positive,positive,positive,positive,not discussed,not discussed,negative
10727,rw1201857,positive,positive,positive,positive,not discussed,neutral,not discussed
10728,rw1207240,mixed,positive,positive,positive,not discussed,negative,neutral
10729,rw1184516,positive,positive,positive,positive,not discussed,not discussed,not discussed
10730,rw6518275,positive,positive,not discussed,positive,not discussed,positive,not discussed
10731,rw1207271,positive,positive,positive,positive,positive,neutral,positive
10732,rw1191032,negative,positive,not discussed,positive,not discussed,negative,negative
10733,rw1185158,mixed,positive,positive,positive,not discussed,negative,neutral
10734,rw1286034,positive,positive,positive,positive,positive,positive,positive
10735,rw1194763,positive,not discussed,positive,positive,not discussed,not discussed,positive
10736,rw1319729,positive,positive,positive,positive,positive,positive,positive
10737,rw1360801,positive,positive,positive,positive,not discussed,positive,positive
10738,rw4185629,positive,positive,positive,positive,positive,not discussed,positive
10739,rw0466368,positive,positive,positive,positive,not discussed,positive,positive
10740,rw1516945,positive,mixed,neutral,positive,not discussed,positive,negative
10741,rw1697084,positive,positive,positive,positive,not discussed,positive,not discussed
10742,rw3557195,positive,positive,positive,positive,not discussed,positive,positive
10743,rw1132618,positive,positive,positive,positive,not discussed,positive,positive
10744,rw3357062,positive,positive,positive,positive,not discussed,positive,mixed
10745,rw1966148,negative,negative,negative,negative,not discussed,negative,negative
10746,rw2490283,negative,mixed,negative,negative,not discussed,negative,negative
10747,rw1965001,negative,negative,negative,negative,negative,negative,negative
10748,rw1964637,negative,mixed,not discussed,not discussed,not discussed,negative,not discussed
10749,rw1964898,positive,neutral,neutral,neutral,not discussed,neutral,neutral
10750,rw1964799,negative,negative,negative,negative,negative,negative,negative
10751,rw1966532,negative,negative,negative,negative,not discussed,negative,negative
10752,rw2219684,positive,positive,positive,positive,positive,neutral,mixed
10753,rw1965368,neutral,positive,positive,positive,not discussed,neutral,neutral
10754,rw1964817,positive,positive,positive,positive,not discussed,positive,positive
10755,rw1813449,mixed,positive,not discussed,not discussed,not discussed,not discussed,positive
10756,rw2156165,negative,positive,negative,negative,not discussed,negative,negative
10757,rw1812146,negative,negative,negative,not discussed,not discussed,negative,negative
10758,rw1809917,negative,positive,negative,neutral,not discussed,negative,negative
10759,rw6044894,negative,negative,negative,not discussed,not discussed,negative,negative
10760,rw1818934,neutral,positive,neutral,positive,not discussed,neutral,negative
10761,rw2055020,mixed,positive,not discussed,not discussed,not discussed,positive,negative
10762,rw1862608,negative,positive,neutral,not discussed,not discussed,neutral,negative
10763,rw1894167,negative,neutral,negative,not discussed,not discussed,negative,negative
10764,rw1886584,negative,negative,negative,not discussed,not discussed,negative,negative
10765,rw2309422,negative,negative,negative,not discussed,not discussed,negative,negative
10766,rw1834349,negative,positive,not discussed,positive,positive,mixed,negative
10767,rw1866006,negative,neutral,negative,not discussed,not discussed,negative,negative
10768,rw1852361,negative,mixed,negative,not discussed,not discussed,negative,negative
10769,rw2291253,negative,negative,negative,not discussed,not discussed,negative,negative
10770,rw1843163,negative,not discussed,not discussed,not discussed,not discussed,negative,negative
10771,rw1788630,positive,positive,not discussed,not discussed,not discussed,positive,not discussed
10772,rw1804322,negative,neutral,not discussed,not discussed,not discussed,negative,negative
10773,rw1797665,negative,negative,negative,negative,not discussed,negative,mixed
10774,rw1799179,positive,positive,positive,not discussed,not discussed,positive,mixed
10775,rw2592126,positive,positive,positive,not discussed,not discussed,positive,negative
10776,rw1813446,neutral,positive,not discussed,not discussed,not discussed,positive,negative
10777,rw1825436,positive,positive,positive,positive,not discussed,not discussed,negative
10778,rw3437351,positive,positive,positive,positive,not discussed,positive,positive
10779,rw1811827,not discussed,positive,not discussed,positive,not discussed,not discussed,negative
10780,rw1518529,positive,positive,not discussed,positive,not discussed,positive,positive
10781,rw1524808,positive,positive,positive,positive,not discussed,positive,positive
10782,rw5634160,positive,positive,not discussed,not discussed,not discussed,positive,positive
10783,rw1540216,positive,positive,positive,positive,not discussed,positive,positive
10784,rw1859494,positive,positive,positive,not discussed,not discussed,positive,positive
10785,rw1490620,positive,positive,not discussed,not discussed,not discussed,not discussed,positive
10786,rw1649928,positive,positive,not discussed,not discussed,not discussed,positive,positive
10787,rw1529896,positive,positive,positive,positive,not discussed,positive,positive
10788,rw2409574,positive,positive,positive,positive,positive,positive,positive
10789,rw1508469,positive,positive,positive,positive,not discussed,positive,positive
10790,rw1517882,positive,positive,positive,positive,not discussed,mixed,positive
10791,rw1664479,positive,positive,positive,positive,not discussed,positive,positive
10792,rw1825670,positive,positive,positive,positive,not discussed,positive,positive
10793,rw1734822,positive,positive,not discussed,not discussed,not discussed,positive,positive
10794,rw1471154,positive,positive,positive,not discussed,not discussed,not discussed,positive
10795,rw5245746,positive,positive,positive,not discussed,not discussed,positive,positive
10796,rw1731140,positive,positive,positive,not discussed,positive,positive,positive
10797,rw1444343,positive,positive,positive,positive,not discussed,positive,positive
10798,rw1515720,positive,positive,positive,positive,not discussed,positive,positive
10799,rw1534521,negative,negative,neutral,neutral,not discussed,negative,negative
10800,rw1493056,positive,mixed,not discussed,not discussed,not discussed,positive,positive
10801,rw1540407,negative,mixed,not discussed,not discussed,not discussed,negative,positive
10802,rw4986616,positive,positive,positive,positive,positive,positive,negative
10803,rw1542822,positive,positive,positive,positive,positive,positive,positive
10804,rw2172815,positive,positive,positive,positive,not discussed,not discussed,negative
10805,rw2079556,positive,neutral,positive,positive,not discussed,neutral,negative
10806,rw8592857,positive,positive,neutral,positive,not discussed,neutral,mixed
10807,rw2292556,positive,positive,positive,positive,not discussed,not discussed,positive
10808,rw2623661,positive,positive,positive,positive,not discussed,positive,positive
10809,rw0857509,positive,neutral,positive,positive,positive,negative,positive
10810,rw1487990,negative,neutral,not discussed,not discussed,not discussed,negative,negative
10811,rw5914033,positive,positive,positive,positive,positive,positive,positive
10812,rw2735182,positive,positive,positive,positive,positive,positive,positive
10813,rw1821334,positive,neutral,positive,positive,not discussed,not discussed,positive
10814,rw0857810,positive,positive,positive,positive,positive,positive,neutral
10815,rw1129976,mixed,positive,positive,positive,positive,neutral,negative
10816,rw1388579,positive,not discussed,positive,positive,not discussed,not discussed,mixed
10817,rw3872142,mixed,mixed,positive,positive,positive,negative,positive
10818,rw1811181,positive,positive,positive,positive,positive,neutral,negative
10819,rw1082335,positive,positive,positive,positive,not discussed,not discussed,positive
10820,rw1159647,positive,positive,positive,positive,not discussed,not discussed,not discussed
10821,rw1085590,negative,negative,negative,negative,positive,negative,negative
10822,rw0857502,negative,not discussed,negative,negative,not discussed,not discussed,negative
10823,rw7060299,positive,positive,positive,positive,positive,positive,positive
10824,rw5199531,positive,not discussed,not discussed,positive,not discussed,not discussed,positive
10825,rw2717457,positive,mixed,positive,positive,not discussed,negative,neutral
10826,rw2057891,positive,positive,positive,positive,positive,positive,positive
10827,rw2053162,positive,positive,positive,positive,not discussed,positive,positive
10828,rw0857824,positive,negative,positive,positive,not discussed,negative,positive
10829,rw7495044,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10830,rw2057410,positive,positive,neutral,positive,not discussed,positive,negative
10831,rw2885809,positive,mixed,not discussed,not discussed,not discussed,not discussed,not discussed
10832,rw2055412,positive,positive,positive,positive,not discussed,positive,neutral
10833,rw2130271,neutral,mixed,positive,neutral,positive,negative,negative
10834,rw2210632,mixed,positive,not discussed,not discussed,not discussed,neutral,negative
10835,rw2055204,positive,positive,positive,positive,not discussed,positive,positive
10836,rw8915326,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10837,rw2053749,positive,positive,positive,positive,not discussed,positive,positive
10838,rw8577087,mixed,positive,negative,not discussed,not discussed,negative,negative
10839,rw2092024,negative,negative,negative,negative,not discussed,negative,negative
10840,rw2088315,mixed,not discussed,positive,not discussed,not discussed,negative,negative
10841,rw2052297,negative,mixed,positive,positive,not discussed,negative,negative
10842,rw2123952,mixed,neutral,neutral,negative,not discussed,neutral,negative
10843,rw3035356,positive,positive,positive,positive,not discussed,positive,positive
10844,rw2053256,positive,positive,positive,positive,not discussed,positive,positive
10845,rw8568130,positive,positive,not discussed,not discussed,not discussed,positive,positive
10846,rw3135663,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10847,rw2055481,positive,positive,positive,not discussed,not discussed,positive,positive
10848,rw2058161,positive,negative,neutral,not discussed,neutral,positive,positive
10849,rw2066104,positive,positive,positive,not discussed,not discussed,positive,positive
10850,rw2290772,positive,positive,positive,not discussed,not discussed,positive,positive
10851,rw1362740,positive,positive,positive,positive,not discussed,positive,positive
10852,rw1362761,positive,positive,positive,positive,not discussed,positive,positive
10853,rw1383801,positive,positive,positive,positive,positive,positive,positive
10854,rw2640568,positive,positive,neutral,neutral,not discussed,positive,positive
10855,rw1359154,positive,positive,neutral,not discussed,not discussed,positive,positive
10856,rw1389791,positive,not discussed,not discussed,positive,not discussed,positive,positive
10857,rw8174442,mixed,positive,neutral,not discussed,not discussed,negative,neutral
10858,rw1629745,negative,negative,negative,negative,not discussed,negative,negative
10859,rw1386083,positive,positive,positive,positive,positive,positive,positive
10860,rw3379286,mixed,negative,not discussed,not discussed,not discussed,negative,neutral
10861,rw1383923,positive,positive,positive,not discussed,not discussed,positive,positive
10862,rw1369267,positive,positive,positive,not discussed,negative,positive,positive
10863,rw2235183,negative,mixed,negative,not discussed,not discussed,negative,negative
10864,rw1383898,positive,not discussed,not discussed,not discussed,not discussed,positive,positive
10865,rw1627744,mixed,negative,neutral,positive,not discussed,negative,negative
10866,rw1934416,negative,negative,negative,not discussed,not discussed,negative,negative
10867,rw1428588,positive,positive,not discussed,not discussed,not discussed,not discussed,positive
10868,rw1730192,positive,positive,not discussed,not discussed,not discussed,positive,positive
10869,rw1362739,positive,positive,not discussed,not discussed,not discussed,positive,positive
10870,rw1409678,positive,positive,positive,positive,not discussed,positive,positive
10871,rw1391203,positive,positive,positive,not discussed,not discussed,positive,positive
10872,rw1629728,negative,negative,negative,not discussed,not discussed,negative,negative
10873,rw1629002,positive,positive,positive,positive,not discussed,positive,positive
10874,rw1683224,positive,positive,positive,positive,not discussed,positive,positive
10875,rw1792678,positive,positive,positive,positive,not discussed,not discussed,not discussed
10876,rw1731737,not discussed,positive,not discussed,not discussed,not discussed,positive,not discussed
10877,rw1730117,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10878,rw1730343,negative,positive,neutral,not discussed,not discussed,positive,negative
10879,rw1788820,positive,mixed,not discussed,not discussed,not discussed,positive,positive
10880,rw1781735,mixed,positive,not discussed,not discussed,not discussed,positive,positive
10881,rw1738466,neutral,positive,neutral,positive,not discussed,mixed,neutral
10882,rw1731319,positive,positive,not discussed,not discussed,not discussed,positive,positive
10883,rw2117402,positive,positive,positive,positive,not discussed,mixed,positive
10884,rw1784429,positive,positive,not discussed,not discussed,not discussed,positive,not discussed
10885,rw1728159,neutral,mixed,not discussed,not discussed,not discussed,positive,positive
10886,rw1735887,positive,neutral,not discussed,not discussed,not discussed,negative,not discussed
10887,rw2098685,not discussed,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10888,rw3494011,negative,neutral,not discussed,not discussed,not discussed,neutral,negative
10889,rw1720557,positive,positive,not discussed,not discussed,not discussed,not discussed,positive
10890,rw1720852,negative,negative,negative,neutral,not discussed,negative,negative
10891,rw1721483,negative,negative,negative,not discussed,not discussed,negative,negative
10892,rw1721653,positive,positive,neutral,positive,not discussed,positive,neutral
10893,rw2060199,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10894,rw4261289,neutral,positive,not discussed,not discussed,not discussed,mixed,neutral
10895,rw1721570,positive,positive,positive,positive,not discussed,positive,positive
10896,rw2303214,negative,positive,not discussed,not discussed,not discussed,mixed,positive
10897,rw2003143,positive,positive,positive,not discussed,positive,positive,positive
10898,rw1790195,mixed,positive,not discussed,not discussed,not discussed,positive,negative
10899,rw1725017,positive,positive,neutral,not discussed,not discussed,positive,mixed
10900,rw1133893,positive,positive,positive,positive,not discussed,positive,positive
10901,rw1165288,positive,positive,positive,positive,not discussed,positive,positive
10902,rw1499084,positive,positive,positive,not discussed,not discussed,not discussed,positive
10903,rw1085514,positive,positive,positive,positive,positive,positive,positive
10904,rw2792571,negative,positive,neutral,not discussed,not discussed,mixed,positive
10905,rw1340591,positive,positive,positive,not discussed,not discussed,not discussed,positive
10906,rw1129400,positive,not discussed,not discussed,positive,not discussed,not discussed,positive
10907,rw1069444,positive,positive,not discussed,neutral,not discussed,positive,positive
10908,rw3314603,negative,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10909,rw2782736,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10910,rw1068399,positive,positive,positive,positive,positive,positive,positive
10911,rw1740357,positive,positive,positive,positive,not discussed,positive,positive
10912,rw1011881,positive,positive,positive,not discussed,not discussed,positive,positive
10913,rw1094639,positive,positive,positive,positive,not discussed,not discussed,positive
10914,rw1120286,positive,positive,positive,positive,not discussed,positive,positive
10915,rw1175074,positive,positive,positive,positive,positive,positive,positive
10916,rw1110724,mixed,positive,positive,not discussed,not discussed,mixed,positive
10917,rw1386219,positive,positive,positive,positive,not discussed,positive,positive
10918,rw0988139,positive,positive,positive,positive,positive,positive,positive
10919,rw1755012,negative,positive,not discussed,not discussed,not discussed,not discussed,not discussed
10920,rw1144896,positive,positive,not discussed,positive,not discussed,not discussed,positive
10921,rw0927852,positive,positive,not discussed,not discussed,not discussed,positive,positive
10922,rw1955969,positive,positive,positive,positive,not discussed,not discussed,positive
10923,rw1875180,positive,positive,positive,neutral,not discussed,positive,positive
10924,rw1956397,positive,positive,positive,positive,not discussed,not discussed,positive
10925,rw1939530,positive,positive,not discussed,not discussed,not discussed,positive,positive
10926,rw1952990,positive,positive,neutral,not discussed,not discussed,positive,positive
10927,rw1959721,positive,positive,positive,neutral,not discussed,positive,positive
10928,rw1935277,negative,positive,negative,neutral,not discussed,negative,negative
10929,rw1921896,positive,positive,positive,positive,not discussed,positive,positive
10930,rw2023655,positive,positive,positive,negative,negative,neutral,positive
10931,rw1952050,negative,neutral,not discussed,neutral,not discussed,negative,negative
10932,rw2105007,negative,positive,not discussed,not discussed,not discussed,not discussed,negative
10933,rw2015766,negative,positive,positive,neutral,not discussed,positive,positive
10934,rw2025180,negative,positive,neutral,negative,not discussed,not discussed,not discussed
10935,rw2000344,negative,positive,neutral,positive,not discussed,negative,negative
10936,rw1936327,negative,positive,negative,not discussed,positive,negative,negative
10937,rw7154710,mixed,positive,negative,positive,not discussed,negative,neutral
10938,rw1934309,negative,negative,negative,negative,not discussed,negative,negative
10939,rw2215252,positive,positive,positive,neutral,not discussed,positive,positive
10940,rw2122251,negative,negative,negative,negative,negative,negative,negative
10941,rw7571223,positive,positive,positive,positive,positive,positive,positive
10942,rw2039706,negative,negative,negative,not discussed,not discussed,negative,negative
10943,rw6428680,positive,not discussed,positive,positive,not discussed,not discussed,not discussed
10944,rw2105594,positive,not discussed,positive,positive,not discussed,mixed,positive
10945,rw3055427,negative,negative,negative,positive,not discussed,negative,negative
10946,rw3605801,negative,positive,positive,positive,not discussed,negative,mixed
10947,rw5715727,positive,not discussed,positive,positive,not discussed,not discussed,positive
10948,rw2914565,positive,positive,positive,positive,positive,positive,positive
10949,rw3269749,positive,positive,positive,positive,positive,neutral,mixed
10950,rw7263620,positive,positive,positive,positive,not discussed,mixed,positive
10951,rw4543029,positive,positive,positive,positive,not discussed,positive,positive
10952,rw7554348,positive,positive,positive,positive,not discussed,positive,not discussed
10953,rw8288358,negative,negative,negative,positive,positive,negative,neutral
10954,rw2214929,positive,mixed,not discussed,positive,not discussed,not discussed,negative
10955,rw0927272,negative,negative,mixed,positive,not discussed,negative,negative
10956,rw5815832,negative,negative,not discussed,positive,not discussed,negative,not discussed
10957,rw4980955,positive,neutral,positive,positive,not discussed,neutral,positive
10958,rw0927346,mixed,positive,negative,positive,not discussed,negative,mixed
10959,rw5487407,positive,positive,positive,positive,positive,positive,positive
10960,rw0981946,positive,positive,positive,positive,not discussed,positive,positive
10961,rw6114276,positive,positive,positive,positive,positive,positive,positive
10962,rw0977333,negative,negative,negative,negative,negative,negative,negative
10963,rw8215885,positive,positive,positive,positive,positive,positive,positive
10964,rw0344416,positive,positive,positive,positive,not discussed,positive,positive
10965,rw0344404,mixed,not discussed,positive,positive,not discussed,negative,positive
10966,rw1073380,mixed,positive,not discussed,positive,not discussed,negative,positive
10967,rw0344359,positive,positive,positive,positive,positive,positive,positive
10968,rw0958292,positive,positive,positive,positive,not discussed,positive,positive
10969,rw8328314,positive,positive,positive,positive,not discussed,positive,positive
10970,rw1017796,positive,not discussed,not discussed,positive,not discussed,positive,positive
10971,rw3536108,mixed,positive,positive,positive,not discussed,positive,positive
10972,rw1433345,positive,positive,positive,positive,positive,positive,positive
10973,rw1789874,negative,positive,mixed,positive,positive,mixed,positive
10974,rw1686863,negative,negative,negative,negative,not discussed,negative,negative
10975,rw2726345,negative,not discussed,negative,negative,not discussed,negative,negative
10976,rw2416813,negative,negative,negative,negative,negative,negative,negative
10977,rw1527080,negative,negative,negative,negative,negative,negative,negative
10978,rw2151661,positive,positive,positive,positive,not discussed,positive,positive
10979,rw2198977,negative,positive,mixed,positive,positive,negative,positive
10980,rw1514260,mixed,positive,positive,positive,negative,negative,positive
10981,rw1091396,negative,not discussed,negative,negative,not discussed,negative,negative
10982,rw1760890,negative,not discussed,negative,mixed,positive,negative,negative
10983,rw2065426,negative,negative,negative,negative,negative,negative,negative
10984,rw3669404,negative,mixed,negative,negative,not discussed,negative,negative
10985,rw0344408,negative,negative,negative,negative,negative,negative,negative
10986,rw1595528,positive,positive,not discussed,positive,not discussed,positive,positive
10987,rw0947124,positive,positive,not discussed,not discussed,not discussed,positive,not discussed
10988,rw0652548,positive,positive,positive,positive,positive,positive,positive
10989,rw2874923,positive,positive,negative,positive,not discussed,positive,positive
10990,rw0652707,negative,positive,not discussed,not discussed,not discussed,mixed,negative
10991,rw0652530,positive,positive,positive,positive,negative,positive,positive
10992,rw0652651,positive,positive,positive,positive,positive,positive,positive
10993,rw2067709,positive,positive,not discussed,positive,not discussed,positive,positive
10994,rw0652539,positive,positive,not discussed,positive,not discussed,positive,positive
10995,rw3027107,negative,neutral,negative,not discussed,not discussed,negative,mixed
10996,rw1252167,positive,positive,not discussed,positive,not discussed,positive,positive
10997,rw2684078,negative,positive,neutral,positive,positive,positive,neutral
10998,rw2289487,positive,not discussed,positive,positive,positive,not discussed,positive
10999,rw0652662,positive,positive,positive,positive,not discussed,positive,positive
11000,rw0652693,mixed,positive,positive,positive,positive,negative,mixed
11001,rw0955299,positive,positive,positive,positive,not discussed,positive,positive
11002,rw1592913,positive,positive,positive,positive,positive,positive,positive
11003,rw6285586,negative,not discussed,not discussed,positive,positive,negative,not discussed
11004,rw1173082,positive,positive,not discussed,positive,not discussed,positive,not discussed
11005,rw1350407,positive,positive,positive,positive,not discussed,positive,positive
11006,rw1355773,positive,positive,positive,positive,not discussed,positive,not discussed
11007,rw1286282,neutral,positive,neutral,positive,not discussed,neutral,neutral
11008,rw1369333,positive,positive,positive,positive,not discussed,positive,positive
11009,rw1267863,neutral,positive,positive,positive,not discussed,neutral,neutral
11010,rw1343198,negative,positive,positive,positive,not discussed,neutral,not discussed
11011,rw1351127,positive,positive,positive,positive,not discussed,positive,positive
11012,rw1175475,positive,positive,positive,positive,positive,positive,positive
11013,rw1888412,positive,positive,positive,positive,not discussed,positive,positive
11014,rw1675062,positive,positive,positive,positive,not discussed,positive,positive
11015,rw1487630,positive,positive,positive,positive,not discussed,not discussed,not discussed
11016,rw2280041,negative,positive,negative,negative,not discussed,negative,negative
11017,rw3096334,positive,positive,positive,positive,not discussed,not discussed,not discussed
11018,rw1348914,positive,positive,positive,positive,positive,not discussed,positive
11019,rw1431108,positive,positive,positive,positive,neutral,positive,positive
11020,rw1182371,positive,positive,positive,positive,not discussed,positive,positive
11021,rw2256808,positive,positive,positive,positive,positive,positive,positive
11022,rw1611606,neutral,negative,positive,positive,not discussed,neutral,neutral
11023,rw1488180,positive,positive,positive,positive,not discussed,not discussed,not discussed
11024,rw1485836,negative,positive,positive,positive,positive,neutral,not discussed
11025,rw1344777,positive,positive,positive,positive,not discussed,positive,positive
11026,rw2205975,negative,negative,not discussed,not discussed,not discussed,negative,negative
11027,rw2206747,negative,negative,negative,negative,negative,negative,negative
11028,rw2395523,positive,positive,positive,not discussed,not discussed,positive,not discussed
11029,rw2206367,negative,positive,not discussed,not discussed,not discussed,negative,negative
11030,rw2206829,positive,positive,positive,not discussed,not discussed,positive,not discussed
11031,rw2204706,negative,positive,neutral,not discussed,not discussed,mixed,negative
11032,rw2796886,negative,mixed,not discussed,not discussed,not discussed,negative,negative
11033,rw2206855,negative,positive,negative,neutral,not discussed,negative,negative
11034,rw2207854,negative,negative,negative,not discussed,not discussed,negative,negative
11035,rw2209248,negative,negative,negative,not discussed,not discussed,negative,negative
11036,rw2308084,neutral,neutral,neutral,not discussed,not discussed,neutral,negative
11037,rw2926531,negative,mixed,not discussed,not discussed,not discussed,negative,negative
11038,rw2205530,negative,negative,negative,not discussed,not discussed,negative,negative
11039,rw2291738,mixed,positive,neutral,positive,not discussed,negative,negative
11040,rw2211763,neutral,positive,neutral,not discussed,not discussed,positive,negative
11041,rw2212014,negative,negative,negative,not discussed,not discussed,negative,negative
11042,rw2374379,negative,negative,negative,not discussed,not discussed,negative,negative
11043,rw2217441,negative,negative,negative,not discussed,not discussed,negative,negative
11044,rw2206943,negative,negative,negative,negative,not discussed,negative,negative
11045,rw2247083,negative,mixed,negative,not discussed,not discussed,negative,negative
11046,rw7793280,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
11047,rw2205622,positive,positive,positive,positive,not discussed,positive,neutral
11048,rw6600261,positive,positive,positive,not discussed,not discussed,positive,not discussed
11049,rw2059561,positive,positive,neutral,not discussed,not discussed,mixed,neutral
11050,rw1964835,positive,positive,positive,positive,positive,positive,positive
11051,rw2979824,negative,negative,not discussed,not discussed,not discussed,negative,negative
11052,rw1966673,negative,positive,neutral,not discussed,not discussed,mixed,negative
11053,rw1957252,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
11054,rw2427796,negative,negative,negative,negative,not discussed,negative,negative
11055,rw4917546,positive,positive,not discussed,not discussed,not discussed,positive,positive
11056,rw1955147,neutral,mixed,not discussed,not discussed,not discussed,mixed,negative
11057,rw2929003,negative,negative,negative,not discussed,not discussed,negative,negative
11058,rw2045639,positive,positive,not discussed,not discussed,not discussed,positive,not discussed
11059,rw2245858,negative,negative,negative,not discussed,not discussed,negative,negative
11060,rw1966351,positive,positive,positive,not discussed,not discussed,positive,positive
11061,rw1958671,negative,mixed,not discussed,not discussed,not discussed,negative,negative
11062,rw4835399,positive,positive,not discussed,not discussed,not discussed,positive,not discussed
11063,rw1955876,positive,positive,positive,positive,not discussed,positive,positive
